S_USAFire_FireshedReg_FireshedOBJECTID,S_USAFire_FireshedReg_FireshedAREA_HA,S_USAFire_FireshedReg_FireshedFIRESHED_ID,S_USAFire_FireshedReg_FireshedFIRESHED_NAME,S_USAFire_FireshedReg_FireshedFIRESHED_CODE,S_USAFire_FireshedReg_FireshedFIRESHED_STATE,S_USAFire_FireshedReg_FireshedNOPAS,S_USAFire_FireshedReg_Fireshed_ExpOBJECTID,S_USAFire_FireshedReg_Fireshed_ExpFSHED_ID,S_USAFire_FireshedReg_Fireshed_ExpEXP_TOTAL,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONCONIFER_HIHAZ,S_USAFire_FireshedReg_Fireshed_ExpDIST_VS,S_USAFire_FireshedReg_Fireshed_ExpCRISIS_STRATEGY,S_USAFire_FireshedReg_Fireshed_ExpKEY_PERFORMANCE_INDICATOR,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpSTART_DATE,S_USAFire_FireshedReg_Fireshed_ExpEND_DATE
4749,98094,4674,"Rockford, Ohio",rockford_oh,OH,10,12341,4674,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,6996,,1644,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4750,88996,4675,"Weirton, West Virginia",weirton_wv,WV,9,12342,4675,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,6997,,1645,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4751,121656,4676,"Upper St. Clair, Pennsylvania",upper_st._clair_pa,PA,12,12343,4676,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,6998,,1646,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4752,69168,4677,"Kenton, Ohio",kenton_oh,OH,7,12344,4677,0.06598,,0.06598,,0.00152917,,0.06445083,,0.00243113,,0.06354887,,,,0.00148468,,,,2021,,,,4650,,1236,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4753,111041,4678,"Chambersburg, Pennsylvania",chambersburg_pa,PA,11,12345,4678,0.20334244,,0.20334243,,0.00317644,,0.20016599,,0.05212703,,0.15121541,,,,0.04895058,,,,2021,,,,3370,,752,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4754,93662,4679,"Paxton, Nebraska",paxton_ne,NE,10,12346,4679,0.34449767,,0.34449767,,0.00902195,,0.33547571,,,,0.34449767,,,,,,,,2021,,,,6999,,839,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4755,84331,4680,"Winfield, Iowa",winfield_ia,IA,8,12347,4680,0.12279428,,0.12279428,,0.00129135,,0.12150293,,0.01127906,,0.11151522,,,,0.01000071,,,,2021,,,,4134,,1037,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4756,107425,4681,"Logansport, Indiana",logansport_in,IN,11,12348,4681,3.999e-05,,3.998e-05,,,,3.998e-05,,0,,3.998e-05,,,,0,,,,2021,,,,7000,,1647,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4757,133669,4682,"Lima, Ohio",lima_oh,OH,13,12349,4682,0.15973583,,0.15973583,,,,0.15973583,,0.00122696,,0.15850887,,,,0.00122696,,,,2021,,,,4707,,1260,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4758,88996,4683,"St. Paul, Nebraska",st._paul_ne,NE,9,12350,4683,0.1826,,0.1826,,0.00046986,,0.18213014,,,,0.1826,,,,,,,,2021,,,,7001,,840,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4759,113141,4684,"Aledo, Illinois",aledo_il,IL,12,12351,4684,0.18468905,,0.18468906,,0.02156509,,0.16312396,,0.03850986,,0.1461792,,,,0.03846283,,,,2021,,,,3514,,805,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4760,185691,4685,"Camden, New Jersey",camden_nj,NJ,20,12352,4685,15.58306592,,15.58306591,,1.86244825,,13.72061766,,1.45268261,,14.1303833,,,,1.16989053,,,,2021,,,,1110,,140,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4761,91212,4686,"Peru, Indiana",peru_in,IN,9,12353,4686,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7002,,1648,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4762,120956,4687,"Huntington, Indiana",huntington_in,IN,12,12354,4687,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7003,,1649,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4763,91329,4688,"St. Marys, Ohio",st._marys_oh,OH,9,12355,4688,0.01268936,,0.01268936,,2.376e-05,,0.0126656,,0.00030578,,0.01238357,,,,0.00029385,,,,2021,,,,4927,,1345,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4764,101593,4689,"New Philadelphia, Ohio",new_philadelphia_oh,OH,10,12356,4689,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7004,,1650,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4765,110341,4690,"Cadiz, Ohio",cadiz_oh,OH,11,12357,4690,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7005,,1651,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4766,96811,4691,"Bedford, Pennsylvania",bedford_pa,PA,10,12358,4691,0.46177327,,0.46177326,,0.00328488,,0.45848839,,0.29894952,,0.16282375,,,,0.29589474,,,,2021,,,,2081,,342,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4767,109525,4692,"Greenfield, Iowa",greenfield_ia,IA,11,12359,4692,0.08466165,,0.08466165,,0.00117708,,0.08348456,,0.00045576,,0.08420588,,,,0.00014301,,,,2021,,,,5007,,1372,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4768,100310,4693,"Monon, Indiana",monon_in,IN,11,12360,4693,0.01317986,,0.01317986,,3.196e-05,,0.0131479,,4.137e-05,,0.01313849,,,,3.08e-05,,,,2021,,,,5110,,1407,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4769,66485,4694,"Monticello, Indiana",monticello_in,IN,7,12361,4694,0.00349999,,0.00349999,,6.26e-06,,0.00349373,,0.00023798,,0.00326201,,,,0.00023173,,,,2021,,,,4958,,1355,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4770,93079,4695,"Mount Gilead, Ohio",mount_gilead_oh,OH,9,12362,4695,0.22773516,,0.22773516,,7.95e-05,,0.22765566,,0.02659748,,0.20113768,,,,0.02651798,,,,2021,,,,3709,,872,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4771,89346,4696,"Danville, Ohio",danville_oh,OH,9,12363,4696,0.0007383,,0.0007383,,1.122e-05,,0.00072708,,0.00040899,,0.00032931,,,,0.00039782,,,,2021,,,,4888,,1331,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4772,99727,4697,"Millersburg, Ohio",millersburg_oh,OH,10,12364,4697,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7006,,1652,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4773,83048,4698,"Jennerstown, Pennsylvania",jennerstown_pa,PA,8,12365,4698,0.14207555,,0.14207555,,0.00474248,,0.13733307,,0.08103919,,0.06103636,,,,0.07643092,,,,2021,,,,3072,,639,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4774,112908,4699,"Oakland, Iowa",oakland_ia,IA,12,12366,4699,0.03934956,,0.03934956,,7.068e-05,,0.03927888,,,,0.03934956,,,,,,,,2021,,,,7007,,1653,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4775,121306,4700,"Omaha, Nebraska",omaha_ne,NE,12,12367,4700,0.5896029,,0.5896029,,0.00193989,,0.58766301,,0.00982945,,0.57977345,,,,0.00982945,,,,2021,,,,4148,,273,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4776,124572,4701,"Council Bluffs, Iowa",council_bluffs_ia,IA,12,12368,4701,0.71727594,,0.71727594,,0.00601779,,0.71125815,,0.12928164,,0.5879943,,,,0.12675123,,,,2021,,,,2704,,517,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4777,111974,4702,"Chillicothe, Illinois",chillicothe_il,IL,11,12369,4702,0.02350904,,0.02350904,,0.0026185,,0.02089055,,0.01386411,,0.00964494,,,,0.01221707,,,,2021,,,,4048,,1004,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4778,85730,4703,"Rensselaer, Indiana",rensselaer_in,IN,9,12370,4703,0.03461855,,0.03461855,,0.00929494,,0.02532361,,0.00801343,,0.02660511,,,,0.00180795,,,,2021,,,,4599,,1213,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4779,100427,4704,"Etna, Nebraska",etna_ne,NE,10,12371,4704,0.23215,,0.23215,,,,0.23215,,,,0.23215,,,,,,,0.00066725,2021,,,,7008,,841,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4780,115824,4705,"Newark, Delaware",newark_de,DE,13,12372,4705,3.95068317,,3.95068317,,0.11138711,,3.83929606,,0.6372994,,3.31338376,,,,0.58228331,,,,2021,,,,1584,,241,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4781,110575,4706,"Vineland, New Jersey",vineland_nj,NJ,11,12373,4706,25.44142134,,25.44142134,,3.78719108,,21.65423027,,11.23699925,,14.20442209,,,,9.00327506,,,,2021,,,,245,,15,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4782,89929,4707,"Marion, Ohio",marion_oh,OH,9,12374,4707,0.09100895,,0.09100895,,0.00702535,,0.0839836,,0.0014071,,0.08960185,,,,0.00119591,,,,2021,,,,4712,,1264,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4783,106726,4708,"Manchester, Maryland",manchester_md,MD,11,12375,4708,0.20532834,,0.20532834,,0.00027637,,0.20505197,,0.07561601,,0.12971232,,,,0.07540187,,,,2021,,,,3079,,641,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4784,76982,4709,"Wapello, Iowa",wapello_ia,IA,7,12376,4709,0.32135762,,0.32135762,,0.05789293,,0.26346469,,0.01519354,,0.30616408,,,,0.01469891,,,,2021,,,,3965,,968,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4785,115240,4710,"David City, Nebraska",david_city_ne,NE,11,12377,4710,0.04514473,,0.04514473,,0.0023077,,0.04283703,,,,0.04514473,,,,,,,,2021,,,,7009,,842,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4786,123638,4711,"Osceola, Iowa",osceola_ia,IA,12,12378,4711,1.09716669,,1.09716669,,0.00535508,,1.09181161,,0.15410176,,0.94306494,,,,0.14955988,,,,2021,,,,2589,,484,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4787,112791,4712,"McConnellsburg, Pennsylvania",mcconnellsburg_pa,PA,11,12379,4712,0.41186474,,0.41186474,,0.00061096,,0.41125378,,0.32015853,,0.09170621,,,,0.31954757,,,,2021,,,,2023,,326,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4788,119556,4713,"Ansley, Nebraska",ansley_ne,NE,12,12380,4713,0.5562452,,0.5562452,,0.0023413,,0.5539039,,,,0.5562452,,,,,,,,2021,,,,7010,,843,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4789,106726,4714,"Galva, Illinois",galva_il,IL,11,12381,4714,0.02163448,,0.02163449,,0.00095737,,0.02067712,,0.01245383,,0.00918066,,,,0.01230924,,,,2021,,,,4045,,1003,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4790,122005,4715,"Somerset, Pennsylvania",somerset_pa,PA,12,12382,4715,0.43889902,,0.43889902,,0.00265243,,0.43624658,,0.26423793,,0.17466108,,,,0.26183144,,,,2021,,,,2170,,366,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4791,78732,4716,"Albia, Iowa",albia_ia,IA,8,12383,4716,0.18298344,,0.18298344,,0.00087734,,0.1821061,,0.05041254,,0.1325709,,,,0.04986023,,,,2021,,,,3358,,746,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4792,112791,4717,"North Platte, Nebraska",north_platte_ne,NE,11,12384,4717,1.81802668,,1.81802668,,0.01304428,,1.80498241,,,,1.81802668,,,,,,,,2021,,,,7011,,844,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4793,91562,4718,"Pleasanton, Nebraska",pleasanton_ne,NE,9,12385,4718,0.23485,,0.23485,,,,0.23485,,,,0.23485,,,,,,,,2021,,,,7012,,845,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4794,102527,4719,"Oconto, Nebraska",oconto_ne,NE,10,12386,4719,0.2962,,0.2962,,,,0.2962,,,,0.2962,,,,,,,,2021,,,,7013,,846,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4795,88763,4720,"Herscher, Illinois",herscher_il,IL,9,12387,4720,0.00611981,,0.00611981,,3.4e-07,,0.00611947,,,,0.00611981,,,,,,,,2021,,,,7014,,1654,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4796,142884,4721,"Bel Air South, Maryland",bel_air_south_md,MD,17,12388,4721,0.81526089,,0.81526089,,0.01116328,,0.80409761,,0.23929107,,0.57596982,,,,0.22887318,,,,2021,,,,2275,,391,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4797,107775,4722,"Cairo, Nebraska",cairo_ne,NE,11,12389,4722,0.1867499,,0.1867499,,,,0.1867499,,,,0.1867499,,,,,,,,2021,,,,7015,,847,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4798,119206,4723,"Central City, Nebraska",central_city_ne,NE,12,12390,4723,0.05716829,,0.05716828,,0,,0.05716828,,2.452e-05,,0.05714377,,,,2.452e-05,,,,2021,,,,5125,,398,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4799,96345,4724,"Connellsville, Pennsylvania",connellsville_pa,PA,10,12391,4724,0.07103995,,0.07103995,,,,0.07103995,,0.04071347,,0.03032648,,,,0.04071347,,,,2021,,,,3480,,789,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4800,104043,4725,"Creston, Iowa",creston_ia,IA,11,12392,4725,0.32169127,,0.32169127,,0.00515236,,0.31653891,,0.01394627,,0.30774499,,,,0.01263632,,,,2021,,,,4031,,995,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4801,104743,4726,"Fairfield, Iowa",fairfield_ia,IA,10,12393,4726,0.78703381,,0.78703381,,0.00674076,,0.78029305,,0.0907185,,0.69631531,,,,0.08891041,,,,2021,,,,2958,,596,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4802,120139,4727,"Stromsburg, Nebraska",stromsburg_ne,NE,12,12394,4727,0.02722573,,0.02722573,,6.8e-05,,0.02715773,,0,,0.02722573,,,,0,,,,2021,,,,7016,,848,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4803,76166,4728,"Brady, Nebraska",brady_ne,NE,8,12395,4728,0.34345,,0.34345,,0.00099175,,0.34245825,,0,,0.34345,,,,0,,,,2021,,,,7017,,849,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4804,87947,4729,"Wahoo, Nebraska",wahoo_ne,NE,9,12396,4729,0.03191149,,0.03191149,,0.00057818,,0.0313333,,0.00289353,,0.02901795,,,,0.00289353,,,,2021,,,,4493,,322,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4805,113724,4730,"Chariton, Iowa",chariton_ia,IA,11,12397,4730,0.74708742,,0.74708742,,0.03567006,,0.71141736,,0.11649353,,0.63059389,,,,0.11368631,,,,2021,,,,2788,,544,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4806,85847,4731,"Gettysburg, Pennsylvania",gettysburg_pa,PA,9,12398,4731,0.11097669,,0.11097669,,0.00457898,,0.10639771,,0.06417218,,0.04680451,,,,0.06220438,,,,2021,,,,3206,,689,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4807,108009,4732,"Watseka, Illinois",watseka_il,IL,11,12399,4732,0.01611007,,0.01611007,,5.2e-07,,0.01610955,,4.198e-05,,0.01606809,,,,4.198e-05,,,,2021,,,,5100,,1403,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4808,78849,4733,"El Paso, Illinois",el_paso_il,IL,8,12400,4733,0.00303992,,0.00303992,,,,0.00303992,,,,0.00303992,,,,,,,,2021,,,,7018,,1655,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4809,129237,4734,"Galesburg, Illinois",galesburg_il,IL,13,12401,4734,0.14075999,,0.14076,,1.899e-05,,0.140741,,0.01852576,,0.12223423,,,,0.01851726,,,,2021,,,,3881,,940,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4810,85031,4735,"Taneytown, Maryland",taneytown_md,MD,9,12402,4735,0.16405182,,0.16405182,,0.00529539,,0.15875643,,0.02469321,,0.13935861,,,,0.01945858,,,,2021,,,,3861,,931,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4811,73483,4736,"Johnstown, Ohio",johnstown_oh,OH,8,12403,4736,0.11931972,,0.11931972,,4.552e-05,,0.1192742,,0.01932204,,0.09999768,,,,0.01927652,,,,2021,,,,3864,,933,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4812,85847,4737,"Sidney, Ohio",sidney_oh,OH,9,12404,4737,0.02959026,,0.02959026,,2.505e-05,,0.02956522,,0.00213968,,0.02745058,,,,0.00211464,,,,2021,,,,4568,,1200,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4813,117107,4738,"Grand Island, Nebraska",grand_island_ne,NE,12,12405,4738,0.1156517,,0.1156517,,0.0098097,,0.105842,,,,0.1156517,,,,,,,,2021,,,,7019,,850,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4814,95178,4739,"Plattsmouth, Nebraska",plattsmouth_ne,NE,10,12406,4739,0.23583208,,0.23583208,,0.00649068,,0.22934141,,0.02765476,,0.20817732,,,,0.02716626,,,,2021,,,,3691,,867,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4815,120956,4740,"Ottumwa, Iowa",ottumwa_ia,IA,12,12407,4740,0.20601671,,0.20601671,,0.00132108,,0.20469563,,0.05912997,,0.14688674,,,,0.05798873,,,,2021,,,,3254,,704,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4816,124222,4741,"Grant, Nebraska",grant_ne,NE,12,12408,4741,0.0866,,0.0866,,,,0.0866,,,,0.0866,,,,,,,,2021,,,,7020,,851,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4817,112908,4742,"Wallace, Nebraska",wallace_ne,NE,11,12409,4742,0.19165,,0.19164999,,,,0.19164999,,,,0.19164999,,,,,,,,2021,,,,7021,,852,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4818,95528,4743,"Fairbury, Illinois",fairbury_il,IL,10,12410,4743,0.00484193,,0.00484193,,5.29e-06,,0.00483664,,1.737e-05,,0.00482456,,,,1.208e-05,,,,2021,,,,5156,,1427,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4819,71384,4744,"Chatsworth, Illinois",chatsworth_il,IL,7,12411,4744,0.00441837,,0.00441836,,,,0.00441836,,,,0.00441836,,,,,,,,2021,,,,7022,,1656,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4820,100894,4745,"Delphi, Indiana",delphi_in,IN,10,12412,4745,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7023,,1657,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4821,98094,4746,"Cambridge, Ohio",cambridge_oh,OH,10,12413,4746,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7024,,1658,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4822,99960,4747,"Bethlehem, West Virginia",bethlehem_wv,WV,10,12414,4747,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7025,,1659,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4823,99844,4748,"Hagerstown, Maryland",hagerstown_md,MD,10,12415,4748,0.77003183,,0.77003183,,0.02902494,,0.74100688,,0.24782152,,0.52221031,,,,0.21899734,,,,2021,,,,2306,,398,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4824,55521,4749,"Dover, Delaware",dover_de,DE,5,12416,4749,1.87031921,,1.87031921,,0.28701138,,1.58330783,,0.00158005,,1.86873916,,,,0.00158005,,,,2021,,,,4638,,1231,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4825,89696,4750,"Corning, Iowa",corning_ia,IA,9,12417,4750,0.19893154,,0.19893154,,0.00071512,,0.19821641,,0.00683917,,0.19209237,,,,0.00662905,,,,2021,,,,4262,,1095,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4826,100660,4751,"Hampton, Nebraska",hampton_ne,NE,10,12418,4751,0.01100094,,0.01100094,,0,,0.01100094,,,,0.01100094,,,,,,,,2021,,,,7026,,853,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4827,67301,4752,"Emerson, Iowa",emerson_ia,IA,7,12419,4752,0.02346467,,0.02346467,,6.006e-05,,0.02340461,,,,0.02346467,,,,,,,,2021,,,,7027,,1660,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4828,71267,4753,"Ravenna, Nebraska",ravenna_ne,NE,7,12420,4753,0.09289998,,0.09289998,,,,0.09289998,,,,0.09289998,,,,,,,,2021,,,,7028,,854,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4829,80248,4754,"Lenox, Iowa",lenox_ia,IA,8,12421,4754,0.10170729,,0.10170729,,7e-08,,0.10170722,,8.9e-07,,0.10170641,,,,8.9e-07,,,,2021,,,,5205,,1443,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4830,65668,4755,"Wellfleet, Nebraska",wellfleet_ne,NE,7,12422,4755,0.1517,,0.1517,,0.00097342,,0.15072657,,0,,0.1517,,,,0,,,,2021,,,,7029,,855,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4831,106376,4756,"Murray, Iowa",murray_ia,IA,11,12423,4756,0.58464682,,0.58464682,,0.00622548,,0.57842134,,0.07641818,,0.50822865,,,,0.07197134,,,,2021,,,,3109,,651,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4832,81065,4757,"Red Oak, Iowa",red_oak_ia,IA,8,12424,4757,0.0727849,,0.0727849,,0.00206725,,0.07071765,,6.404e-05,,0.07272086,,,,6.404e-05,,,,2021,,,,5070,,1392,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4833,81181,4758,"Otterbein, Indiana",otterbein_in,IN,8,12425,4758,0.00192999,,0.00192999,,0,,0.00192999,,0,,0.00192999,,,,0,,,,2021,,,,7030,,1661,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4834,106726,4759,"Bellefontaine, Ohio",bellefontaine_oh,OH,11,12426,4759,0.17463258,,0.17463258,,0.0001619,,0.17447068,,0.02995196,,0.14468061,,,,0.02995196,,,,2021,,,,3641,,845,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4835,77799,4760,"Meyersdale, Pennsylvania",meyersdale_pa,PA,8,12427,4760,0.60036584,,0.60036584,,0.00012237,,0.60024347,,0.27303538,,0.32733046,,,,0.27291301,,,,2021,,,,2153,,360,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4836,100310,4761,"Melrose, Iowa",melrose_ia,IA,11,12428,4761,0.28094652,,0.28094653,,0.03437076,,0.24657577,,0.05687116,,0.22407537,,,,0.04112076,,,,2021,,,,3476,,788,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4837,115007,4762,"Chestertown, Maryland",chestertown_md,MD,15,12429,4762,1.95019951,,1.95019951,,0.00148559,,1.94871392,,0.11778899,,1.83241052,,,,0.11724935,,,,2021,,,,2759,,535,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4838,96461,4763,"Eldon, Iowa",eldon_ia,IA,10,12430,4763,0.10463808,,0.10463808,,0.00128135,,0.10335672,,0.02108744,,0.08355063,,,,0.01988215,,,,2021,,,,3850,,923,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4839,90629,4764,"Lexington, Nebraska",lexington_ne,NE,9,12431,4764,0.14065009,,0.14065009,,3.3e-06,,0.14064679,,,,0.14065009,,,,,,,,2021,,,,7031,,856,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4840,111974,4765,"Seward, Nebraska",seward_ne,NE,11,12432,4765,0.01389997,,0.01389997,,3.448e-05,,0.01386549,,,,0.01389997,,,,,,,,2021,,,,7032,,857,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4841,121656,4766,"Louisville, Nebraska",louisville_ne,NE,12,12433,4766,0.08827412,,0.08827412,,,,0.08827412,,0.01319128,,0.07508283,,,,0.01319128,,,,2021,,,,4011,,260,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4842,97861,4767,"Hartford City, Indiana",hartford_city_in,IN,10,12434,4767,0,,0,,,,0,,0,,0,,,,0,,,,2021,,,,7033,,1662,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4843,110808,4768,"Portland, Indiana",portland_in,IN,11,12435,4768,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,7034,,1663,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4844,99844,4769,"Coshocton, Ohio",coshocton_oh,OH,10,12436,4769,0.00344999,,0.00344999,,0.00017621,,0.00327378,,0.00186369,,0.0015863,,,,0.00171144,,,,2021,,,,4618,,1221,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4845,98211,4770,"New London, Iowa",new_london_ia,IA,10,12437,4770,0.38763367,,0.38763367,,0.00096458,,0.38666909,,0.15061042,,0.23702324,,,,0.14964585,,,,2021,,,,2588,,483,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4846,124572,4771,"Abingdon, Illinois",abingdon_il,IL,12,12438,4771,0.08759,,0.08759,,1.4e-05,,0.08757599,,0.0365437,,0.0510463,,,,0.03653522,,,,2021,,,,3542,,813,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
4847,83864,4772,"Moorefield, Nebraska",moorefield_ne,NE,8,12439,4772,0.18205,,0.18205,,7.166e-05,,0.18197834,,,,0.18205,,,,,,,,2021,,,,7035,,858,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
